id,start(ms),duration(ms),warps,t-occupancy,sms,size,pinned,cudaMalloc,cudaFree,direction
0,0,1.137577,0,0,0,4300800,0,0,0,1
1,1.145,0.370659,672,0.25,14,0,0,0,0,0
2,1.56,0.003168,0,0,0,14336,0,0,0,1
3,1.567,0.049137,8960,1,14,0,0,0,0,0
4,1.619,0.049344,33600,1,15,0,0,0,0,0
5,1.671,0.117185,448,0.375,10,0,0,0,0,0
6,1.807,0.003152,0,0,0,14336,0,0,0,1
7,1.828,0.011408,1792,1,14,0,0,0,0,0
8,1.847,0.058401,0,0,0,645120,1,0,0,2
