id,start(ms),duration(ms),warps,t-occupancy,sms,size,pinned,cudaMalloc,cudaFree,direction
0,0,1.539421,0,0,0,5376000,0,0,0,1
1,1.51,0.438793,672,0.25,14,0,0,0,0,0
2,1.996,0.003171,0,0,0,14336,0,0,0,1
3,2.003,0.0491,8960,1,14,0,0,0,0,0
4,2.055,0.049296,33600,1,15,0,0,0,0,0
5,2.107,0.069366,224,0.375,10,0,0,0,0,0
6,2.197,0.003155,0,0,0,14336,0,0,0,1
7,2.222,0.00654,896,1,7,0,0,0,0,0
8,2.24,0.024062,0,0,0,243712,1,0,0,2
