id,start(ms),duration(ms),warps,t-occupancy,sms,size,pinned,cudaMalloc,cudaFree,direction
293,18.348,0.065632,8192,0,13,0,0,0,0,0
294,18.43,0.005056,16,1.0,1,0,0,0,0,0
295,18.453,0.06448,8192,0,13,0,0,0,0,0
296,18.535,0.005056,16,1.0,1,0,0,0,0,0
297,18.557,0.065408,8192,0,13,0,0,0,0,0
298,18.641,0.005056,16,1.0,1,0,0,0,0,0
299,18.663,0.065472,8192,0,13,0,0,0,0,0
300,18.746,0.004928,16,1.0,1,0,0,0,0,0
301,18.768,0.065152,8192,0,13,0,0,0,0,0
302,18.85,0.005023,16,1.0,1,0,0,0,0,0
303,18.873,0.064,8192,0,13,0,0,0,0,0
304,18.955,0.005088,16,1.0,1,0,0,0,0,0
305,18.978,0.065024,8192,0,13,0,0,0,0,0
306,19.06,0.00416,16,1.0,1,0,0,0,0,0
307,19.082,0.065024,8192,0,13,0,0,0,0,0
308,19.164,0.00416,16,1.0,1,0,0,0,0,0
309,19.186,0.064768,8192,0,13,0,0,0,0,0
310,19.268,0.00416,16,1.0,1,0,0,0,0,0
311,19.289,0.063616,8192,0,13,0,0,0,0,0
312,19.37,0.004192,16,1.0,1,0,0,0,0,0
313,19.392,0.064575,8192,0,13,0,0,0,0,0
314,19.474,0.005024,16,1.0,1,0,0,0,0,0
315,19.497,0.064544,8192,0,13,0,0,0,0,0
316,19.579,0.004992,16,1.0,1,0,0,0,0,0
317,19.602,0.064319,8192,0,13,0,0,0,0,0
318,19.684,0.004992,16,1.0,1,0,0,0,0,0
319,19.706,0.063168,8192,0,13,0,0,0,0,0
320,19.787,0.004992,16,1.0,1,0,0,0,0,0
321,19.809,0.064223,8192,0,13,0,0,0,0,0
322,19.894,0.005024,16,1.0,1,0,0,0,0,0
323,19.917,0.06416,8192,0,13,0,0,0,0,0
324,19.998,0.005056,16,1.0,1,0,0,0,0,0
325,20.021,0.063935,8192,0,13,0,0,0,0,0
326,20.102,0.004992,16,1.0,1,0,0,0,0,0
327,20.124,0.062784,8192,0,13,0,0,0,0,0
328,20.205,0.004992,16,1.0,1,0,0,0,0,0
329,20.227,0.063679,8192,0,13,0,0,0,0,0
330,20.308,0.004928,16,1.0,1,0,0,0,0,0
331,20.331,0.06368,8192,0,13,0,0,0,0,0
332,20.412,0.004992,16,1.0,1,0,0,0,0,0
333,20.435,0.063455,8192,0,13,0,0,0,0,0
334,20.515,0.004992,16,1.0,1,0,0,0,0,0
335,20.538,0.062464,8192,0,13,0,0,0,0,0
336,20.617,0.004992,16,1.0,1,0,0,0,0,0
337,20.64,0.063295,8192,0,13,0,0,0,0,0
338,20.721,0.004096,16,1.0,1,0,0,0,0,0
339,20.743,0.063232,8192,0,13,0,0,0,0,0
340,20.824,0.00496,16,1.0,1,0,0,0,0,0
341,20.846,0.063039,8192,0,13,0,0,0,0,0
342,20.927,0.00496,16,1.0,1,0,0,0,0,0
343,20.949,0.06208,8192,0,13,0,0,0,0,0
344,21.029,0.004064,16,1.0,1,0,0,0,0,0
345,21.05,0.062815,8192,0,13,0,0,0,0,0
346,21.131,0.004928,16,1.0,1,0,0,0,0,0
347,21.153,0.062848,8192,0,13,0,0,0,0,0
348,21.234,0.005024,16,1.0,1,0,0,0,0,0
349,21.256,0.062591,8192,0,13,0,0,0,0,0
350,21.341,0.004032,16,1.0,1,0,0,0,0,0
351,21.363,0.061728,8192,0,13,0,0,0,0,0
352,21.442,0.004096,16,1.0,1,0,0,0,0,0
353,21.464,0.062528,8192,0,13,0,0,0,0,0
354,21.544,0.00496,16,1.0,1,0,0,0,0,0
355,21.567,0.062496,8192,0,13,0,0,0,0,0
356,21.647,0.004064,16,1.0,1,0,0,0,0,0
357,21.668,0.062208,8192,0,13,0,0,0,0,0
358,21.748,0.004096,16,1.0,1,0,0,0,0,0
359,21.77,0.061376,8192,0,13,0,0,0,0,0
