end_to_end
75.245026
75.20969
75.20972
75.2095
75.20953
75.20953
75.209564
75.20978
75.20984
75.20984
75.20984
75.20984
75.20984
75.2099
75.21033
75.21033
75.21033
75.21033
75.21033
75.21033
75.21033
75.21033
75.21033
75.21033
75.21033
75.21033
75.21033
75.21155
75.21167
75.21167
75.21167
75.21167
75.21167
75.21167
75.21167
75.21167
75.21167
75.21167
75.21167
75.21167
75.21167
75.21167
75.21167
75.21167
75.21167
75.21167
75.21167
75.21167
75.21167
75.21167
75.21167
75.21167
75.21167
75.21167
75.21216
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.21094
75.18359
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
75.17676
