end_to_end
38.979496
26.221249
30.552307
2.573906
18.237709
35.08052
23.90033
27.342804
13.95018
12.210129
24.061691
32.18869
27.994598
14.522736
12.566498
22.073425
28.75412
29.076233
18.840668
16.32251
21.019928
30.729858
30.266052
19.79535
13.231628
21.343018
19.88861
33.919067
17.99823
20.294983
7.5752563
29.220032
34.074524
21.642212
21.652283
6.8723755
21.466553
22.37738
32.70117
17.984741
20.473206
21.380066
14.630615
29.51123
21.092041
23.246094
8.616943
22.799805
25.193481
29.6958
19.0802
18.339111
22.015747
14.783569
28.636108
22.420288
24.929688
7.7425537
22.206665
30.689575
28.941162
18.645142
13.280029
24.330933
29.71814
25.091187
20.832397
13.437622
26.950317
27.166138
23.473755
20.359009
15.230103
20.078125
21.698608
25.441772
24.468506
23.52478
14.608887
18.56189
29.97168
22.767944
21.35144
14.318237
25.0177
23.365723
25.59497
21.492676
17.987915
20.95227
19.777466
31.526855
17.096924
21.699463
12.005371
22.248535
21.062012
32.056152
13.043945
20.647705
11.670654
28.0708
26.259766
25.246582
20.067871
13.157959
23.138916
24.214111
25.988525
15.531982
19.473633
12.643799
23.364746
21.348389
29.384766
20.315186
16.505127
24.188965
24.922852
25.16919
19.72876
20.1521
23.873291
26.99585
25.788818
17.449707
12.246582
13.879639
21.472168
27.216797
25.385986
18.43164
16.070068
21.047363
22.928223
29.8042
18.256348
17.581299
15.7595215
23.772705
30.024658
25.899902
15.857178
18.120117
20.89209
22.572021
28.873535
17.844727
15.022949
19.499023
21.886963
27.193115
21.754395
14.262695
20.19873
25.018799
24.07837
21.410156
20.185303
21.958008
15.864502
24.725586
26.493164
16.202637
19.802979
17.491455
25.892578
20.636963
24.739258
21.104248
18.236084
25.007812
25.30249
24.5708
9.402832
18.639648
23.067871
22.006836
25.518799
15.053955
22.391846
19.108398
28.954102
25.393555
18.23169
17.043457
21.574219
28.118164
25.981445
18.160645
14.802734
20.56836
19.979492
27.378418
21.098633
20.310059
24.394043
19.054688
26.335938
25.242676
