end_to_end
41.543938
41.54393
41.543945
41.544044
41.544037
41.544037
41.54387
41.543884
41.543884
41.543884
41.543884
41.543884
41.54413
41.54419
41.54419
41.54419
41.54419
41.54419
41.54419
41.54419
41.54419
41.54419
41.54419
41.54419
41.54425
41.544556
41.544556
41.544556
41.544556
41.544556
41.544556
41.544556
41.544556
41.544556
41.544556
41.544556
41.544556
41.544556
41.544556
41.544556
41.544556
41.544556
41.544556
41.544556
41.544556
41.544556
41.544556
41.544556
41.544678
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.340576
47.33911
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
47.33789
41.507812
41.507812
41.507812
41.507812
41.507812
41.507812
41.507812
41.507812
41.507812
41.507812
41.507812
41.507812
41.507812
41.507812
41.507812
41.507812
41.507812
41.507812
41.507812
41.507812
41.507812
41.507812
41.507812
