end_to_end
17.308424
3.6821423
17.308422
3.6821404
17.308414
3.6821404
17.30843
3.682167
17.308434
3.682167
17.308434
3.682167
17.308487
3.6821747
17.308487
3.6821747
17.308487
3.6821747
17.308487
3.6821747
17.308487
3.6821747
17.308487
3.6821747
17.308502
3.6820984
17.308502
3.6820984
17.308502
3.6820984
17.308502
3.6820984
17.308502
3.6820984
17.308502
3.6820984
17.308502
3.6820984
17.308502
3.6820984
17.308502
3.6820984
17.308502
3.6820984
17.308502
3.6820984
17.308502
3.6820984
17.308289
3.68219
17.308289
3.68219
17.308289
3.68219
17.308289
3.68219
17.308289
3.68219
17.308289
3.68219
17.308289
3.68219
17.308289
3.68219
17.308289
3.68219
17.308289
3.68219
17.308289
3.68219
17.308289
3.68219
17.308289
3.68219
17.308289
3.68219
17.308289
3.68219
17.308289
3.68219
17.308289
3.68219
17.308289
3.68219
17.308289
3.68219
17.308289
3.68219
17.308289
3.68219
17.308289
3.68219
17.308289
3.68219
17.308289
3.68219
17.308594
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.309326
3.682373
17.308105
3.6816406
17.308105
3.6816406
17.308105
3.6816406
